ID,image_url,thumbnail_url
1197068,https://www.openbeelden.nl/images/1212540/waterpolo_nederland_-_belgie_%280_36%29.png,https://www.openbeelden.nl/images/1212540/waterpolo_nederland_-_belgie_%280_36%29.png
1197075,https://www.openbeelden.nl/images/1212539/concours_hippique_%280_37%29.png,https://www.openbeelden.nl/images/1212539/concours_hippique_%280_37%29.png
1197117,https://www.openbeelden.nl/images/1212538/2_km_zwemwedstrijden_%280_28%29.png,https://www.openbeelden.nl/images/1212538/2_km_zwemwedstrijden_%280_28%29.png
1197180,https://www.openbeelden.nl/images/1212544/sport_van_pasen_-_tennis%2c_paarderennen%2c_wielrennen%2c_hardlopen%2c_wandelen%2c_-_motorwedstrijden_%281_58%29.png,https://www.openbeelden.nl/images/1212544/sport_van_pasen_-_tennis%2c_paarderennen%2c_wielrennen%2c_hardlopen%2c_wandelen%2c_-_motorwedstrijden_%281_58%29.png
1215171,https://www.openbeelden.nl/images/1220300/speedwaywedstrijden_in_het_olympisch_stadion_%280_32%29.png,https://www.openbeelden.nl/images/1220300/speedwaywedstrijden_in_het_olympisch_stadion_%280_32%29.png
1215316,https://www.openbeelden.nl/images/1220292/draverijen_%280_40%29.png,https://www.openbeelden.nl/images/1220292/draverijen_%280_40%29.png
1215380,https://www.openbeelden.nl/images/1220288/wielerwedstrijden_op_de_weg_om_het_kampioenschap_van_nederland_%281_06%29.png,https://www.openbeelden.nl/images/1220288/wielerwedstrijden_op_de_weg_om_het_kampioenschap_van_nederland_%281_06%29.png
1215439,https://www.openbeelden.nl/images/1220124/wereldkampioenschappen_gewichtheffen_%280_39%29.png,https://www.openbeelden.nl/images/1220124/wereldkampioenschappen_gewichtheffen_%280_39%29.png
1215469,https://www.openbeelden.nl/images/1220120/internationale_athletiekwedstrijden_%280_42%29.png,https://www.openbeelden.nl/images/1220120/internationale_athletiekwedstrijden_%280_42%29.png
1215504,https://www.openbeelden.nl/images/1220115/wedstrijd_van_vliegtuigmodellen_%280_33%29.png,https://www.openbeelden.nl/images/1220115/wedstrijd_van_vliegtuigmodellen_%280_33%29.png
1215511,https://www.openbeelden.nl/images/1220114/rugby_nederland_-_belgie_3_-_6_%280_38%29.png,https://www.openbeelden.nl/images/1220114/rugby_nederland_-_belgie_3_-_6_%280_38%29.png
1215532,https://www.openbeelden.nl/images/1220111/tt_races_%280_47%29.png,https://www.openbeelden.nl/images/1220111/tt_races_%280_47%29.png
1215553,https://www.openbeelden.nl/images/1220108/autoraces_om_de_grote_prijs_van_zandvoort_%280_55%29.png,https://www.openbeelden.nl/images/1220108/autoraces_om_de_grote_prijs_van_zandvoort_%280_55%29.png
1215609,https://www.openbeelden.nl/images/1220100/windhondenrennen_om_de_nationale_titel_%280_33%29.png,https://www.openbeelden.nl/images/1220100/windhondenrennen_om_de_nationale_titel_%280_33%29.png
1215683,https://www.openbeelden.nl/images/1220094/nationale_veldloopkampioenschappen_in_de_omgeving_van_amersfoort_%280_37%29.png,https://www.openbeelden.nl/images/1220094/nationale_veldloopkampioenschappen_in_de_omgeving_van_amersfoort_%280_37%29.png
1215762,https://www.openbeelden.nl/images/1220083/nationaal_kegelconcours_%280_33%29.png,https://www.openbeelden.nl/images/1220083/nationaal_kegelconcours_%280_33%29.png
1216102,https://www.openbeelden.nl/images/1220043/svw_voetbalkampioen_van_nederland_%280_56%29.png,https://www.openbeelden.nl/images/1220043/svw_voetbalkampioen_van_nederland_%280_56%29.png
1215908,https://www.openbeelden.nl/images/1220065/brandweerwedstrijden_%280_20%29.png,https://www.openbeelden.nl/images/1220065/brandweerwedstrijden_%280_20%29.png
1215797,https://www.openbeelden.nl/images/1220078/de_ronde_van_nederland_%280_53%29.png,https://www.openbeelden.nl/images/1220078/de_ronde_van_nederland_%280_53%29.png
1216335,https://www.openbeelden.nl/images/1220277/motorrennen_op_het_circuit_van_zandvoort_%280_32%29.png,https://www.openbeelden.nl/images/1220277/motorrennen_op_het_circuit_van_zandvoort_%280_32%29.png
1216292,https://www.openbeelden.nl/images/1220282/sluiting_van_het_zeilseizoen_op_het_brasemermeer_%280_36%29.png,https://www.openbeelden.nl/images/1220282/sluiting_van_het_zeilseizoen_op_het_brasemermeer_%280_36%29.png
1216230,https://www.openbeelden.nl/images/1220031/de_verrassende_voetbaloverwinning_nederland-frankrijk_4-1_%281_54%29.png,https://www.openbeelden.nl/images/1220031/de_verrassende_voetbaloverwinning_nederland-frankrijk_4-1_%281_54%29.png
1216461,https://www.openbeelden.nl/images/1220259/cycle_cross_in_het_bosplan_%280_32%29.png,https://www.openbeelden.nl/images/1220259/cycle_cross_in_het_bosplan_%280_32%29.png
1216489,https://www.openbeelden.nl/images/1220255/internationale_kaatswedstrijden_%280_32%29.png,https://www.openbeelden.nl/images/1220255/internationale_kaatswedstrijden_%280_32%29.png
1229240,https://www.openbeelden.nl/images/1272312/singelloop_%280_26%29.png,https://www.openbeelden.nl/images/1272312/singelloop_%280_26%29.png
1229163,https://www.openbeelden.nl/images/1272318/motor-grasbaanraces_%281_23%29.png,https://www.openbeelden.nl/images/1272318/motor-grasbaanraces_%281_23%29.png
1216678,https://www.openbeelden.nl/images/1220230/de_vierdaagse_afstandsmarsen_%280_46%29.png,https://www.openbeelden.nl/images/1220230/de_vierdaagse_afstandsmarsen_%280_46%29.png
1216718,https://www.openbeelden.nl/images/1220226/amsterdamse_sportweek_1949_%280_42%29.png,https://www.openbeelden.nl/images/1220226/amsterdamse_sportweek_1949_%280_42%29.png
1216740,https://www.openbeelden.nl/images/1220223/de_voetbalwedstrijd_denemarken-nederland_1-2_%281_53%29.png,https://www.openbeelden.nl/images/1220223/de_voetbalwedstrijd_denemarken-nederland_1-2_%281_53%29.png
1216750,https://www.openbeelden.nl/images/1220222/de_8_km_zwemwedstrijd_in_de_ijssel_%280_38%29.png,https://www.openbeelden.nl/images/1220222/de_8_km_zwemwedstrijd_in_de_ijssel_%280_38%29.png
1216799,https://www.openbeelden.nl/images/1220218/europese_roeikampioenschappen_op_de_bosbaan_%281_12%29.png,https://www.openbeelden.nl/images/1220218/europese_roeikampioenschappen_op_de_bosbaan_%281_12%29.png
1216915,https://www.openbeelden.nl/images/1220208/om_het_lange_afstandskampioenschap_van_de_amstel%2c_njord_de_snelste_van_de_21_achten_%280_47%29.png,https://www.openbeelden.nl/images/1220208/om_het_lange_afstandskampioenschap_van_de_amstel%2c_njord_de_snelste_van_de_21_achten_%280_47%29.png
1217065,https://www.openbeelden.nl/images/1220191/voetbal_nederlands_bondselftal-engeland_%280-4%29_%281_20%29.png,https://www.openbeelden.nl/images/1220191/voetbal_nederlands_bondselftal-engeland_%280-4%29_%281_20%29.png
1229174,https://www.openbeelden.nl/images/1272317/cricketwedstrijd_%280_36%29.png,https://www.openbeelden.nl/images/1272317/cricketwedstrijd_%280_36%29.png
1229352,https://www.openbeelden.nl/images/1272303/draverijen_%280_35%29.png,https://www.openbeelden.nl/images/1272303/draverijen_%280_35%29.png
1229378,https://www.openbeelden.nl/images/1272301/om_het_sprintkampioenschap_%281_02%29.png,https://www.openbeelden.nl/images/1272301/om_het_sprintkampioenschap_%281_02%29.png
1229453,https://www.openbeelden.nl/images/1272295/hockeywedstrijd_holland_-_belgi%c3%ab_%280_44%29.png,https://www.openbeelden.nl/images/1272295/hockeywedstrijd_holland_-_belgi%c3%ab_%280_44%29.png
1229423,https://www.openbeelden.nl/images/1272298/eerste_nederlandse_dames_veldloop_%280_24%29.png,https://www.openbeelden.nl/images/1272298/eerste_nederlandse_dames_veldloop_%280_24%29.png
1229585,https://www.openbeelden.nl/images/1272277/jeugdroeiwedstrijden_op_de_amstel_%280_37%29.png,https://www.openbeelden.nl/images/1272277/jeugdroeiwedstrijden_op_de_amstel_%280_37%29.png
1229599,https://www.openbeelden.nl/images/1272275/sportfeesten_itosa_%281_20%29.png,https://www.openbeelden.nl/images/1272275/sportfeesten_itosa_%281_20%29.png
1229622,https://www.openbeelden.nl/images/1272272/demonstratie_zweefvliegen_%280_47%29.png,https://www.openbeelden.nl/images/1272272/demonstratie_zweefvliegen_%280_47%29.png
1229741,https://www.openbeelden.nl/images/1272255/kanowedstrijden_%280_29%29.png,https://www.openbeelden.nl/images/1272255/kanowedstrijden_%280_29%29.png
1230146,https://www.openbeelden.nl/images/1272198/cross-country_%280_55%29.png,https://www.openbeelden.nl/images/1272198/cross-country_%280_55%29.png
1229871,https://www.openbeelden.nl/images/1272237/zeilwedstrijden_%280_28%29.png,https://www.openbeelden.nl/images/1272237/zeilwedstrijden_%280_28%29.png
1229899,https://www.openbeelden.nl/images/1272233/athletiekwedstrijden_%280_31%29.png,https://www.openbeelden.nl/images/1272233/athletiekwedstrijden_%280_31%29.png
1229913,https://www.openbeelden.nl/images/1272231/slipjacht_knjv_%280_22%29.png,https://www.openbeelden.nl/images/1272231/slipjacht_knjv_%280_22%29.png
1229983,https://www.openbeelden.nl/images/1272221/grasbaan_motorraces_%280_45%29.png,https://www.openbeelden.nl/images/1272221/grasbaan_motorraces_%280_45%29.png
1229997,https://www.openbeelden.nl/images/1272219/athletiekwedstrijden_%281_03%29.png,https://www.openbeelden.nl/images/1272219/athletiekwedstrijden_%281_03%29.png
1230039,https://www.openbeelden.nl/images/1272213/zwemwedstrijden_%281_53%29.png,https://www.openbeelden.nl/images/1272213/zwemwedstrijden_%281_53%29.png
1230188,https://www.openbeelden.nl/images/1272191/draverijen_%280_39%29.png,https://www.openbeelden.nl/images/1272191/draverijen_%280_39%29.png
1229864,https://www.openbeelden.nl/images/1272238/3_km_zwemwedstrijden_%281_03%29.png,https://www.openbeelden.nl/images/1272238/3_km_zwemwedstrijden_%281_03%29.png
1229790,https://www.openbeelden.nl/images/1272248/nationale_athletiekwedstrijd_%280_34%29.png,https://www.openbeelden.nl/images/1272248/nationale_athletiekwedstrijd_%280_34%29.png
1230223,https://www.openbeelden.nl/images/1272186/acrobaat_%280_15%29.png,https://www.openbeelden.nl/images/1272186/acrobaat_%280_15%29.png
1230348,https://www.openbeelden.nl/images/1272171/tenniswedstrijden_%280_17%29.png,https://www.openbeelden.nl/images/1272171/tenniswedstrijden_%280_17%29.png
1230590,https://www.openbeelden.nl/images/1272137/veldloop_avac_%280_28%29.png,https://www.openbeelden.nl/images/1272137/veldloop_avac_%280_28%29.png
1230720,https://www.openbeelden.nl/images/1272119/slipjacht_%280_12%29.png,https://www.openbeelden.nl/images/1272119/slipjacht_%280_12%29.png
1230713,https://www.openbeelden.nl/images/1272120/wielerwedstrijden_%280_37%29.png,https://www.openbeelden.nl/images/1272120/wielerwedstrijden_%280_37%29.png
1230513,https://www.openbeelden.nl/images/1272148/negende_9de_rit_den_haag_brussel_%280_18%29.png,https://www.openbeelden.nl/images/1272148/negende_9de_rit_den_haag_brussel_%280_18%29.png
1230471,https://www.openbeelden.nl/images/1272154/estafette_dwars_door_den_haag_%280_47%29.png,https://www.openbeelden.nl/images/1272154/estafette_dwars_door_den_haag_%280_47%29.png
1230464,https://www.openbeelden.nl/images/1272155/dames_hockeywedstrijd_%280_23%29.png,https://www.openbeelden.nl/images/1272155/dames_hockeywedstrijd_%280_23%29.png
1230434,https://www.openbeelden.nl/images/1272159/schoolwedstrijden_van_de_amsterdamse_voetbalbond_%280_24%29.png,https://www.openbeelden.nl/images/1272159/schoolwedstrijden_van_de_amsterdamse_voetbalbond_%280_24%29.png
1153773,https://www.openbeelden.nl/images/1153889/kroonprins_olaf_opent_sportveld_voor_noorse_zeelieden_%280_25%29.png,https://www.openbeelden.nl/images/1153889/kroonprins_olaf_opent_sportveld_voor_noorse_zeelieden_%280_25%29.png
1126772,https://www.openbeelden.nl/images/1130709/bokswedstrijd_wa_%280_41%29.png,https://www.openbeelden.nl/images/1130709/bokswedstrijd_wa_%280_41%29.png
1126782,https://www.openbeelden.nl/images/1130712/zomerwedstrijden_van_de_hitlerjugend_en_de_nationale_jeugdstorm_%282_22%29.png,https://www.openbeelden.nl/images/1130712/zomerwedstrijden_van_de_hitlerjugend_en_de_nationale_jeugdstorm_%282_22%29.png
1126838,https://www.openbeelden.nl/images/1130723/bedrijfsgymnastiek_onder_leiding_van_vreugde_en_arbeid_%281_03%29.png,https://www.openbeelden.nl/images/1130723/bedrijfsgymnastiek_onder_leiding_van_vreugde_en_arbeid_%281_03%29.png
1151162,https://www.openbeelden.nl/images/1151967/eerste_grote_nederlandse_ijsrevue_%280_58%29.png,https://www.openbeelden.nl/images/1151967/eerste_grote_nederlandse_ijsrevue_%280_58%29.png
1151471,https://www.openbeelden.nl/images/1152469/strandleven...ijspret_%280_40%29.png,https://www.openbeelden.nl/images/1152469/strandleven...ijspret_%280_40%29.png
1151491,https://www.openbeelden.nl/images/1151964/cycle_cross_in_het_amsterdamse_bos_%280_38%29.png,https://www.openbeelden.nl/images/1151964/cycle_cross_in_het_amsterdamse_bos_%280_38%29.png
1005717,https://www.openbeelden.nl/images/1006217/voetbalwedstrijd_tuschinski_-_cinema_royal_%280_51%29.png,https://www.openbeelden.nl/images/1006217/voetbalwedstrijd_tuschinski_-_cinema_royal_%280_51%29.png
1231282,https://www.openbeelden.nl/images/1272045/dames_athletiekwedstrijden_%280_28%29.png,https://www.openbeelden.nl/images/1272045/dames_athletiekwedstrijden_%280_28%29.png
1235613,https://www.openbeelden.nl/images/1272011/zwemwedstrijden_%281_26%29.png,https://www.openbeelden.nl/images/1272011/zwemwedstrijden_%281_26%29.png
1235779,https://www.openbeelden.nl/images/1271996/europees_biljartkampioenschap_%281_02%29.png,https://www.openbeelden.nl/images/1271996/europees_biljartkampioenschap_%281_02%29.png
1235804,https://www.openbeelden.nl/images/1271993/voetbalwedstrijd_%281_02%29.png,https://www.openbeelden.nl/images/1271993/voetbalwedstrijd_%281_02%29.png
1236249,https://www.openbeelden.nl/images/1271930/jacques_van_egmond_in_gesprek_met_kees_pruis_%281_05%29.png,https://www.openbeelden.nl/images/1271930/jacques_van_egmond_in_gesprek_met_kees_pruis_%281_05%29.png
1151608,https://www.openbeelden.nl/images/1152327/het_wereldschaaktoernooi_%281_14%29.png,https://www.openbeelden.nl/images/1152327/het_wereldschaaktoernooi_%281_14%29.png
1151627,https://www.openbeelden.nl/images/1152467/amsterdamse_gymnastiekclub_%22olympia%22_bestaat_85_jaar_%280_45%29.png,https://www.openbeelden.nl/images/1152467/amsterdamse_gymnastiekclub_%22olympia%22_bestaat_85_jaar_%280_45%29.png
1151780,https://www.openbeelden.nl/images/1152461/nederlandse_dames_winnen_met_5-0_hockeywedstrijd_tegen_belgi%c3%ab_%280_31%29.png,https://www.openbeelden.nl/images/1152461/nederlandse_dames_winnen_met_5-0_hockeywedstrijd_tegen_belgi%c3%ab_%280_31%29.png
1152096,https://www.openbeelden.nl/images/1152198/de_ronde_van_nederland_%282_01%29.png,https://www.openbeelden.nl/images/1152198/de_ronde_van_nederland_%282_01%29.png
1152170,https://www.openbeelden.nl/images/1152197/de_varsity_triton_wint_het_hoofdnummer_%280_41%29.png,https://www.openbeelden.nl/images/1152197/de_varsity_triton_wint_het_hoofdnummer_%280_41%29.png
1152572,https://www.openbeelden.nl/images/1152799/tt_races_%281_11%29.png,https://www.openbeelden.nl/images/1152799/tt_races_%281_11%29.png
1152637,https://www.openbeelden.nl/images/1152796/sportparade_%280_31%29.png,https://www.openbeelden.nl/images/1152796/sportparade_%280_31%29.png
1152656,https://www.openbeelden.nl/images/1152795/hebben_onze_olympische_candidaten_in_londen_een_kans_%281_19%29.png,https://www.openbeelden.nl/images/1152795/hebben_onze_olympische_candidaten_in_londen_een_kans_%281_19%29.png
1152715,https://www.openbeelden.nl/images/1152792/nationale_zwemkampioenschappen_%280_52%29.png,https://www.openbeelden.nl/images/1152792/nationale_zwemkampioenschappen_%280_52%29.png
1152737,https://www.openbeelden.nl/images/1152791/laatste_appel_van_de_nederlands_olympische_ploeg_%280_44%29.png,https://www.openbeelden.nl/images/1152791/laatste_appel_van_de_nederlands_olympische_ploeg_%280_44%29.png
1152774,https://www.openbeelden.nl/images/1152988/de_kaagweek_%280_33%29.png,https://www.openbeelden.nl/images/1152988/de_kaagweek_%280_33%29.png
1153544,https://www.openbeelden.nl/images/1153900/internationale_atletiekwedstrijden_in_het_stadion_%280_45%29.png,https://www.openbeelden.nl/images/1153900/internationale_atletiekwedstrijden_in_het_stadion_%280_45%29.png
1153632,https://www.openbeelden.nl/images/1153896/finales_wielerkampioenschappen_%281_08%29.png,https://www.openbeelden.nl/images/1153896/finales_wielerkampioenschappen_%281_08%29.png
1153673,https://www.openbeelden.nl/images/1153893/de_wereldkampioenschappen_op_de_weg_de_belg_schotte_wint_bij_de_profs_%280_49%29.png,https://www.openbeelden.nl/images/1153893/de_wereldkampioenschappen_op_de_weg_de_belg_schotte_wint_bij_de_profs_%280_49%29.png
1153871,https://www.openbeelden.nl/images/1153926/jubileumfeest_van_het_koninklijk_nederlands_gymnastiekverbond_%281_07%29.png,https://www.openbeelden.nl/images/1153926/jubileumfeest_van_het_koninklijk_nederlands_gymnastiekverbond_%281_07%29.png
1154071,https://www.openbeelden.nl/images/1154234/engeland_wint_het_wereldkampioenschap_hockey_dames_%280_38%29.png,https://www.openbeelden.nl/images/1154234/engeland_wint_het_wereldkampioenschap_hockey_dames_%280_38%29.png
1154051,https://www.openbeelden.nl/images/1154235/pinkster_drie_ringrijden_op_walcheren_%280_31%29.png,https://www.openbeelden.nl/images/1154235/pinkster_drie_ringrijden_op_walcheren_%280_31%29.png
1154855,https://www.openbeelden.nl/images/1155288/draverijen_op_duindigt_om_het_kampioenschap_van_nederland_%280_36%29.png,https://www.openbeelden.nl/images/1155288/draverijen_op_duindigt_om_het_kampioenschap_van_nederland_%280_36%29.png
1154912,https://www.openbeelden.nl/images/1155285/slipjacht_achter_de_meute_in_omgeving_zeist_%280_31%29.png,https://www.openbeelden.nl/images/1155285/slipjacht_achter_de_meute_in_omgeving_zeist_%280_31%29.png
1154797,https://www.openbeelden.nl/images/1154828/lataster_wint_de_utrechtse_singelloop_%280_38%29.png,https://www.openbeelden.nl/images/1154828/lataster_wint_de_utrechtse_singelloop_%280_38%29.png
1154539,https://www.openbeelden.nl/images/1154598/50-jarig_bestaan_van_de_noord_nederlandse_hippique_vereniging_%280_28%29.png,https://www.openbeelden.nl/images/1154598/50-jarig_bestaan_van_de_noord_nederlandse_hippique_vereniging_%280_28%29.png
1152806,https://www.openbeelden.nl/images/1152987/handboogwedstrijd_nederland-belgi%c3%ab_%280_29%29.png,https://www.openbeelden.nl/images/1152987/handboogwedstrijd_nederland-belgi%c3%ab_%280_29%29.png
1154436,https://www.openbeelden.nl/images/1154478/korfbalwedstrijd_nederland_-_belgi%c3%ab_7-4_%280_37%29.png,https://www.openbeelden.nl/images/1154478/korfbalwedstrijd_nederland_-_belgi%c3%ab_7-4_%280_37%29.png
1155131,https://www.openbeelden.nl/images/1155276/om_het_wereldkampioenschap_dammen_%280_42%29.png,https://www.openbeelden.nl/images/1155276/om_het_wereldkampioenschap_dammen_%280_42%29.png
1152947,https://www.openbeelden.nl/images/1152980/onze_olympisch_kampioenen_weer_thuis_ontvangst_van_fanny_blankers-koen_%282_18%29.png,https://www.openbeelden.nl/images/1152980/onze_olympisch_kampioenen_weer_thuis_ontvangst_van_fanny_blankers-koen_%282_18%29.png
1152845,https://www.openbeelden.nl/images/1152985/vierdaagse_afstandsmarsen_%281_13%29.png,https://www.openbeelden.nl/images/1152985/vierdaagse_afstandsmarsen_%281_13%29.png
1005287,https://www.openbeelden.nl/images/1005407/wielerwedstrijden_in_het_vondelpark_%280_38%29.png,https://www.openbeelden.nl/images/1005407/wielerwedstrijden_in_het_vondelpark_%280_38%29.png
1236214,https://www.openbeelden.nl/images/1271935/demonstratie_badminton_%280_48%29.png,https://www.openbeelden.nl/images/1271935/demonstratie_badminton_%280_48%29.png
1236597,https://www.openbeelden.nl/images/1271882/aankomst_olympische_ruiters_%281_16%29.png,https://www.openbeelden.nl/images/1271882/aankomst_olympische_ruiters_%281_16%29.png
1237113,https://www.openbeelden.nl/images/1271810/cricketwedstrijd_voor_dames_%280_32%29.png,https://www.openbeelden.nl/images/1271810/cricketwedstrijd_voor_dames_%280_32%29.png
1237198,https://www.openbeelden.nl/images/1271800/voetbalwedstrijd_duitsland-nederland_%281_50%29.png,https://www.openbeelden.nl/images/1271800/voetbalwedstrijd_duitsland-nederland_%281_50%29.png
1239751,https://www.openbeelden.nl/images/1271778/voetbalwedstrijd_holland-oostenrijk_%281_28%29.png,https://www.openbeelden.nl/images/1271778/voetbalwedstrijd_holland-oostenrijk_%281_28%29.png
1239795,https://www.openbeelden.nl/images/1271772/nationale_zwemkampioenschappen_%280_27%29.png,https://www.openbeelden.nl/images/1271772/nationale_zwemkampioenschappen_%280_27%29.png
1239937,https://www.openbeelden.nl/images/1271752/floretwedstrijden_%280_42%29.png,https://www.openbeelden.nl/images/1271752/floretwedstrijden_%280_42%29.png
1240150,https://www.openbeelden.nl/images/1271723/internationale_handboog_ontmoeting_nederland-belgi%c3%ab_%280_25%29.png,https://www.openbeelden.nl/images/1271723/internationale_handboog_ontmoeting_nederland-belgi%c3%ab_%280_25%29.png
1240269,https://www.openbeelden.nl/images/1271706/training_hollandse_roeiers_en_roeisters_%280_40%29.png,https://www.openbeelden.nl/images/1271706/training_hollandse_roeiers_en_roeisters_%280_40%29.png
1240344,https://www.openbeelden.nl/images/1271697/de_tennisster_suzanne_lenglen_%280_23%29.png,https://www.openbeelden.nl/images/1271697/de_tennisster_suzanne_lenglen_%280_23%29.png
1241001,https://www.openbeelden.nl/images/1271605/elfstedentocht_%281_01%29.png,https://www.openbeelden.nl/images/1271605/elfstedentocht_%281_01%29.png
1241022,https://www.openbeelden.nl/images/1271602/robijns_wint_voor_de_derde_maal_het_wereldkampioenschap_%280_56%29.png,https://www.openbeelden.nl/images/1271602/robijns_wint_voor_de_derde_maal_het_wereldkampioenschap_%280_56%29.png
1241090,https://www.openbeelden.nl/images/1271594/nederland-polen_voor_davis_cup_%281_05%29.png,https://www.openbeelden.nl/images/1271594/nederland-polen_voor_davis_cup_%281_05%29.png
1241160,https://www.openbeelden.nl/images/1271584/jan_dommering_herwint_het_nederlands_biljartkampioenschap_%280_57%29.png,https://www.openbeelden.nl/images/1271584/jan_dommering_herwint_het_nederlands_biljartkampioenschap_%280_57%29.png
1241270,https://www.openbeelden.nl/images/1271570/dames_hockeywedstrijd_%280_29%29.png,https://www.openbeelden.nl/images/1271570/dames_hockeywedstrijd_%280_29%29.png
1245739,https://www.openbeelden.nl/images/1271539/finale_internationaal_tenniskampioenschap_%280_24%29.png,https://www.openbeelden.nl/images/1271539/finale_internationaal_tenniskampioenschap_%280_24%29.png
1245907,https://www.openbeelden.nl/images/1271515/aankomst_van_bep_van_klaveren_%280_24%29.png,https://www.openbeelden.nl/images/1271515/aankomst_van_bep_van_klaveren_%280_24%29.png
1246239,https://www.openbeelden.nl/images/1271472/voetbalwedstrijd_holland-ierland_%282_42%29.png,https://www.openbeelden.nl/images/1271472/voetbalwedstrijd_holland-ierland_%282_42%29.png
1246442,https://www.openbeelden.nl/images/1271442/voetbalwedstrijd_holland-belgi%c3%ab_%282_09%29.png,https://www.openbeelden.nl/images/1271442/voetbalwedstrijd_holland-belgi%c3%ab_%282_09%29.png
1248412,https://www.openbeelden.nl/images/1271240/officiele_openingswedstrijden_van_de_amsterdamse_tafeltennisbond_%280_38%29.png,https://www.openbeelden.nl/images/1271240/officiele_openingswedstrijden_van_de_amsterdamse_tafeltennisbond_%280_38%29.png
1246456,https://www.openbeelden.nl/images/1271440/opening_van_het_nieuwe_ajax-stadion_%281_06%29.png,https://www.openbeelden.nl/images/1271440/opening_van_het_nieuwe_ajax-stadion_%281_06%29.png
1246519,https://www.openbeelden.nl/images/1271431/korfbalwedstrijd_holland-belgi%c3%ab_%280_38%29.png,https://www.openbeelden.nl/images/1271431/korfbalwedstrijd_holland-belgi%c3%ab_%280_38%29.png
1246526,https://www.openbeelden.nl/images/1271430/springconcours_in_het_stadion_%280_40%29.png,https://www.openbeelden.nl/images/1271430/springconcours_in_het_stadion_%280_40%29.png
1246554,https://www.openbeelden.nl/images/1271426/damesvoetbal_%280_32%29.png,https://www.openbeelden.nl/images/1271426/damesvoetbal_%280_32%29.png
1246806,https://www.openbeelden.nl/images/1271390/kampioenschap_van_nederland_wielrennen_op_de_weg_%280_48%29.png,https://www.openbeelden.nl/images/1271390/kampioenschap_van_nederland_wielrennen_op_de_weg_%280_48%29.png
1246820,https://www.openbeelden.nl/images/1271388/de_10e_tt_races_%280_43%29.png,https://www.openbeelden.nl/images/1271388/de_10e_tt_races_%280_43%29.png
1246869,https://www.openbeelden.nl/images/1271381/voetbal_holland-frankrijk_%283_00%29.png,https://www.openbeelden.nl/images/1271381/voetbal_holland-frankrijk_%283_00%29.png
1246897,https://www.openbeelden.nl/images/1271377/landen_ping-pong_wedstrijd_%280_33%29.png,https://www.openbeelden.nl/images/1271377/landen_ping-pong_wedstrijd_%280_33%29.png
